"","ln_wage_mean","ln_wage_sd","ln_wage_min","ln_wage_max","educ_mean","educ_sd","educ_min","educ_max","age_mean","age_sd","age_min","age_max","hours_mean","hours_sd","hours_min","hours_max"
"1",8.58102249591308,0.420113513277747,3.91202300542815,10.8197782844103,4.7869459623558,1.35710223599948,1,9,34.0678202792957,10.5878616377259,15,84,51.1361870066788,6.63554467445771,4,90
