"","male_pct","cert_pct","contract_pct","state_pct","fdi_pct","match_pct","bhxh_pct"
"1",42.7686703096539,10.3096539162113,22.5440194292653,3.36976320582878,35.391621129326,53.0115361262902,67.3891924711597
